Kingdom,Phylum,Class,Order,Family,Genus,Species,OTU_ID,Strategy,Depth,June_Abundance,March_Abundance,May_Abundance,September_Abundance,Location,Winter_Logfoldchange,Snowmelt_Logfoldchange,Spring_Logfoldchange,Winter_logfold_CI,Snowmelt_logfold_CI,Spring_logfold_CI,Winter_adj.p,Snowmelt_adj.p,Spring_adj.p,Trophic.Mode,Guild
k__Fungi,p__Ascomycota,c__Leotiomycetes,o__Helotiales,f__Hyaloscyphaceae,g__Cistella,s__Cistella_sp,OTU_1105,Winter,5 to 15 cm,0.00115,0.00527,0.00099,0.00032,Hillslope,4.02,-2.41,0.22,5.75,4.2,3.72,0.018,0.04,0.947,Saprotroph,Undefined Saprotroph
k__Fungi,p__Basidiomycota,c__Agaricomycetes,o__Atheliales,f__Atheliaceae,g__Athelia,s__Athelia_sp,OTU_523,Winter,5 to 15 cm,0,0.00641,0,0,Hillslope,19.29,-19.29,0,20.96,20.96,Inf,0.002,0.001,1,Mixotrophic,Epiphyte-Leaf Saprotroph-Lichen Parasite-Lichenized-Plant Pathogen-Wood Saprotroph
k__Fungi,p__Basidiomycota,c__Pucciniomycetes,o__Platygloeales,f__Eocronartiaceae,g__Eocronartium,s__Eocronartium_sp,OTU_1053,Winter,5 to 15 cm,0,0.00522,0,0,Hillslope,18.99,-18.99,0,20.66,20.66,Inf,0.002,0.001,1,Pathotroph,Plant Pathogen
k__Fungi,p__Ascomycota,c__Sordariomycetes,o__Sordariales,f__Lasiosphaeriaceae,g__Apodus,s__Apodus_deciduus,OTU_373,Winter,0 to 5 cm,0.00065,0.07718,0.00038,0.00002,Hillslope,12.13,-7.65,0.75,14.09,9.62,9.3,0.002,0.004,0.895,Saprotroph,Undefined Saprotroph
k__Fungi,p__Ascomycota,c__Eurotiomycetes,o__Chaetothyriales,f__Herpotrichiellaceae,g__Exophiala,NA,OTU_1702,Winter,15 cm +,0.00006,0.00015,0,0.00002,Hillslope,3.1,-13.89,12.48,5.05,15.56,15.05,0.041,0.001,0.002,Saprotroph,Undefined Saprotroph
k__Fungi,p__Ascomycota,c__Dothideomycetes,o__Venturiales,f__Sympoventuriaceae,g__Ochroconis,s__Ochroconis_bacilliformis,OTU_650,Winter,0 to 5 cm,0.00025,0.00137,0.00014,0.00025,Hillslope,2.44,-3.24,0.81,3.81,4.63,3.45,0.032,0.011,0.503,Saprotroph,Undefined Saprotroph
k__Fungi,p__Ascomycota,c__Leotiomycetes,o__Helotiales,f__Helotiaceae,g__Glarea,s__Glarea_lozoyensis,OTU_93,Winter,5 to 15 cm,0,0.00031,0,0,Hillslope,14.93,-14.93,0,16.18,16.18,Inf,0.002,0.001,1,Saprotroph,Undefined Saprotroph
k__Fungi,p__Ascomycota,c__Dothideomycetes,o__Pleosporales,f__Phaeosphaeriaceae,g__Phaeosphaeria,s__Phaeosphaeria_triglochinicola,OTU_1228,Winter,5 to 15 cm,0.00005,0.00014,0.00005,0.00001,Hillslope,3.32,-1.56,0.16,5.27,3.54,2.97,0.035,0.129,0.96,Saprotroph,Undefined Saprotroph
k__Fungi,p__Ascomycota,c__Dothideomycetes,o__Dothideales,f__Dothioraceae,g__Sydowia,s__Sydowia_polyspora,OTU_4145,Winter,0 to 5 cm,0,0.00007,0,0.00001,Hillslope,3.07,-12.82,0,5.02,14.49,Inf,0.042,0.001,1,Saprotroph,Undefined Saprotroph
k__Fungi,p__Ascomycota,c__Archaeorhizomycetes,o__Archaeorhizomycetales,f__Archaeorhizomycetaceae,g__Archaeorhizomyces,s__Archaeorhizomyces_sp,OTU_447,Winter,0 to 5 cm,0,0.00087,0,0,Hillslope,16.41,-16.41,0,18.08,18.08,Inf,0.002,0.001,1,Saprotroph,Soil Saprotroph
k__Fungi,p__Glomeromycota,c__Glomeromycetes,o__Glomerales,f__Claroideoglomeraceae,g__Claroideoglomus,NA,OTU_2830,Winter,15 cm +,0,0.00005,0,0,Hillslope,12.31,-12.31,0,13.98,13.98,Inf,0.002,0.001,1,Arbuscular Mycorrhizal,Arbuscular Mycorrhizal
k__Fungi,p__Ascomycota,c__Leotiomycetes,o__Helotiales,f__Myxotrichaceae,g__Oidiodendron,s__Oidiodendron_echinulatum,OTU_2215,Winter,0 to 5 cm,0,0.00006,0,0,Hillslope,12.5,-12.5,0,14.17,14.17,Inf,0.002,0.001,1,Ericoid Mycorrhizal,Ericoid Mycorrhizal
k__Fungi,p__Basidiomycota,c__Agaricomycetes,o__Agaricales,f__Hygrophoraceae,g__Cuphophyllus,s__Cuphophyllus_sp,OTU_54,Winter,0 to 5 cm,0.00077,0.00546,0.00001,0.00001,Hillslope,8.61,-8.66,5.84,10.42,10.64,10.09,0.004,0.003,0.038,Mixotrophic,Undefined Saprotroph-Undefined Symbiotroph
k__Fungi,p__Mortierellomycota,c__Mortierellomycetes,o__Mortierellales,f__Mortierellaceae,g__Mortierella,s__Mortierella_elongata,OTU_202,Winter,0 to 5 cm,0,0.00424,0.00004,0.00014,Hillslope,4.93,-6.56,-12.13,6.88,8.54,7.77,0.014,0.005,0,Saprotroph,Undefined Saprotroph
k__Fungi,p__Chytridiomycota,c__Rhizophlyctidomycetes,o__Rhizophlyctidales,f__Rhizophlyctidaceae,g__Rhizophlyctis,s__Rhizophlyctis_rosea,OTU_1788,Winter,15 cm +,0,0.00014,0.00001,0,Hillslope,13.76,-4.21,-9.55,15.43,6.18,5.41,0.002,0.013,0,Saprotroph,Undefined Saprotroph
k__Fungi,p__Ascomycota,c__Eurotiomycetes,o__Chaetothyriales,f__Herpotrichiellaceae,g__Phialophora,s__Phialophora_mustea,OTU_1595,Winter,0 to 5 cm,0,0.00021,0,0.00002,Hillslope,3.27,-14.37,7.85,5.22,16.04,15.5,0.036,0.001,0.075,Endophyte,Endophyte
k__Fungi,p__Ascomycota,c__Eurotiomycetes,o__Chaetothyriales,f__Herpotrichiellaceae,g__Phialophora,s__Phialophora_mustea,OTU_1595,Winter,5 to 15 cm,0,0.0003,0,0.00002,Hillslope,4.14,-14.86,0,6.1,16.53,Inf,0.022,0.001,1,Endophyte,Endophyte
k__Fungi,p__Ascomycota,c__Sordariomycetes,o__Sordariales,f__Lasiosphaeriaceae,g__Schizothecium,NA,OTU_3188,Winter,5 to 15 cm,0,0.00001,0,0,Hillslope,10.21,-10.21,7.59,11.88,11.88,11.34,0.002,0.002,0.015,Saprotroph,Dung Saprotroph
k__Fungi,p__Ascomycota,c__Dothideomycetes,o__Pleosporales,f__Pleosporaceae,g__Alternaria,s__Alternaria_carotiincultae,OTU_2483,Winter,0 to 5 cm,0,0.00028,0,0.00001,Hillslope,4.27,-14.79,0,6.22,16.46,Inf,0.02,0.001,1,Mixotrophic,Animal Pathogen-Endophyte-Plant Pathogen-Wood Saprotroph
k__Fungi,p__Basidiomycota,c__Agaricomycetes,o__Thelephorales,f__Thelephoraceae,g__Tomentella,s__Tomentella_sp,OTU_16,Winter,15 cm +,0.00001,0.00029,0,0,Hillslope,14.84,-14.84,9.63,16.51,16.51,15.99,0.002,0.001,0.03,Ectomycorrhizal,Ectomycorrhizal
k__Fungi,p__Basidiomycota,c__Agaricomycetes,o__Polyporales,f__Meruliaceae,g__Uncobasidium,s__Uncobasidium_sp,OTU_396,Winter,5 to 15 cm,0.00016,0.00114,0,0,Hillslope,16.8,-16.8,13.96,17.81,17.81,17.94,0.002,0.001,0.004,Saprotroph,Undefined Saprotroph
k__Fungi,p__Ascomycota,c__Leotiomycetes,o__Helotiales,f__Hyaloscyphaceae,g__Cistella,s__Cistella_sp,OTU_451,Winter,15 cm +,0,0.01089,0,0.00001,Hillslope,10.26,-20.05,0,12.21,21.73,Inf,0.003,0.001,1,Saprotroph,Undefined Saprotroph
k__Fungi,p__Ascomycota,c__Leotiomycetes,o__Helotiales,f__Helotiales_fam_Incertae_sedis,g__Cadophora,s__Cadophora_sp,OTU_2127,Winter,0 to 5 cm,0.00001,0.00008,0,0,Hillslope,13.04,-13.04,9.33,14.1,14.1,14.17,0.002,0.001,0.017,Endophyte,Endophyte
k__Fungi,p__Ascomycota,c__Pezizomycetes,o__Pezizales,f__Pyronemataceae,g__Warcupia,s__Warcupia_sp,OTU_1658,Winter,0 to 5 cm,0.00002,0.00006,0.00002,0.00001,Hillslope,3.12,-1.34,-0.13,5.07,3.32,2.8,0.04,0.172,0.975,Saprotroph,Undefined Saprotroph
k__Fungi,p__Ascomycota,c__Sordariomycetes,o__Microascales,f__Microascaceae,g__Scedosporium,s__Scedosporium_prolificans,OTU_1903,Winter,0 to 5 cm,0,0.00012,0,0,Hillslope,13.5,-13.5,0,15.17,15.17,Inf,0.002,0.001,1,Saprotroph,Undefined Saprotroph
k__Fungi,p__Ascomycota,c__Sordariomycetes,o__Hypocreales,f__Nectriaceae,g__Ilyonectria,s__Ilyonectria_mors-panacis,OTU_833,Winter,15 cm +,0,0.00619,0.00001,0.00003,Hillslope,7.77,-9.69,-9.55,9.53,11.67,10.9,0.004,0.002,0.001,Pathotroph,Plant Pathogen
k__Fungi,p__Ascomycota,c__Sordariomycetes,o__Sordariales,f__Lasiosphaeriaceae,g__Schizothecium,NA,OTU_1315,Winter,5 to 15 cm,0.00002,0.00027,0,0.00001,Hillslope,4.26,-14.73,10.59,6.01,16.32,15.31,0.016,0.001,0.012,Saprotroph,Dung Saprotroph
k__Fungi,p__Mortierellomycota,c__Mortierellomycetes,o__Mortierellales,f__Mortierellaceae,g__Mortierella,s__Mortierella_beljakovae,OTU_793,Winter,0 to 5 cm,0,0.00058,0.00002,0.00001,Hillslope,6.44,-5.25,-10.58,8.39,7.22,6.45,0.008,0.008,0,Saprotroph,Undefined Saprotroph
k__Fungi,p__Basidiomycota,c__Agaricomycetes,o__Agaricales,f__Crepidotaceae,g__Crepidotus,s__Crepidotus_sp,OTU_1066,Winter,0 to 5 cm,0.00007,0.00866,0,0.00002,Hillslope,8.45,-19.72,12.73,10.38,21.36,20.73,0.004,0.001,0.027,Saprotroph,Wood Saprotroph
k__Fungi,p__Ascomycota,c__Saccharomycetes,o__Saccharomycetales,f__Debaryomycetaceae,g__Debaryomyces,s__Debaryomyces_hansenii,OTU_1838,Winter,5 to 15 cm,0,0.00028,0,0,Hillslope,14.8,-14.8,0,16.3,16.3,Inf,0.002,0.001,1,Saprotroph,Undefined Saprotroph
k__Fungi,p__Ascomycota,c__Saccharomycetes,o__Saccharomycetales,f__Debaryomycetaceae,g__Debaryomyces,s__Debaryomyces_hansenii,OTU_1838,Winter,15 cm +,0.00004,0.0001,0.00001,0,Hillslope,13.33,-3.03,1.58,14.36,4.65,4.55,0.002,0.018,0.262,Saprotroph,Undefined Saprotroph
k__Fungi,p__Mucoromycota,c__Mucoromycetes,o__Mucorales,f__Mucoraceae,g__Mucor,s__Mucor_piriformis,OTU_2500,Winter,5 to 15 cm,0,0.00001,0.00001,0,Hillslope,10.21,-0.4,-9.81,11.88,2.37,1.6,0.002,0.742,0,Saprotroph,Undefined Saprotroph
k__Fungi,p__Basidiomycota,c__Agaricomycetes,o__Agaricales,f__Tricholomataceae,g__Arrhenia,s__Arrhenia_acerosa,OTU_1051,Winter,5 to 15 cm,0,0.00007,0,0,Hillslope,12.67,-12.67,0,14.34,14.34,Inf,0.002,0.001,1,Saprotroph,Undefined Saprotroph
k__Fungi,p__Basidiomycota,c__Agaricomycetes,o__Agaricales,f__Tricholomataceae,g__Flagelloscypha,s__Flagelloscypha_minutissima,OTU_621,Winter,5 to 15 cm,0,0.00003,0,0,Hillslope,11.67,-11.67,0,13.34,13.34,Inf,0.002,0.001,1,Saprotroph,Undefined Saprotroph
k__Fungi,p__Basidiomycota,c__Agaricomycetes,o__Agaricales,f__Tricholomataceae,g__Mycena,s__Mycena_cinerella,OTU_1449,Winter,5 to 15 cm,0.00003,0.00088,0,0.0001,Hillslope,3.15,-16.43,11.36,5.02,18.1,17.56,0.036,0.001,0.019,Mixotrophic,Leaf Saprotroph-Plant Pathogen-Undefined Saprotroph-Wood Saprotroph
k__Fungi,p__Ascomycota,c__Sordariomycetes,o__Hypocreales,f__Nectriaceae,g__Ilyonectria,s__Ilyonectria_mors-panacis,OTU_174,Winter,5 to 15 cm,0.00026,0.00287,0.00147,0,Hillslope,18.13,-0.97,-2.47,19.8,2.94,2.64,0.002,0.293,0.001,Pathotroph,Plant Pathogen
k__Fungi,p__Ascomycota,c__Sordariomycetes,o__Hypocreales,f__Ophiocordycipitaceae,g__Tolypocladium,s__Tolypocladium_inflatum,OTU_799,Winter,15 cm +,0,0.00018,0,0.00001,Hillslope,5.07,-14.14,0,7.02,15.81,Inf,0.014,0.001,1,Pathogen,Animal Pathogen-Clavicipitaceous Endophyte-Fungal Parasite
k__Fungi,p__Mortierellomycota,c__Mortierellomycetes,o__Mortierellales,f__Mortierellaceae,g__Mortierella,s__Mortierella_amoeboidea,OTU_404,Winter,15 cm +,0,0.01654,0.00011,0,Hillslope,20.66,-7.28,-13.38,22.33,9.26,8.49,0.002,0.004,0,Saprotroph,Undefined Saprotroph
k__Fungi,p__Ascomycota,c__Sordariomycetes,o__Sordariales,f__Chaetomiaceae,g__Humicola,s__Humicola_nigrescens,OTU_3501,Winter,5 to 15 cm,0,0.00011,0,0.00001,Hillslope,3.93,-13.42,0,5.75,14.88,Inf,0.021,0.001,1,Saprotroph,Undefined Saprotroph-Wood Saprotroph
k__Fungi,p__Ascomycota,c__Archaeorhizomycetes,o__Archaeorhizomycetales,f__Archaeorhizomycetaceae,g__Archaeorhizomyces,s__Archaeorhizomyces_sp,OTU_2484,Winter,5 to 15 cm,0.00007,0.00035,0,0,Hillslope,15.08,-15.08,12.73,16.75,16.75,16.22,0.002,0.001,0.004,Saprotroph,Soil Saprotroph
k__Fungi,p__Mortierellomycota,c__Mortierellomycetes,o__Mortierellales,f__Mortierellaceae,g__Mortierella,s__Mortierella_elongatula,OTU_1233,Winter,0 to 5 cm,0,0.00331,0,0,Hillslope,18.34,-18.34,0,20.01,20.01,Inf,0.002,0.001,1,Saprotroph,Undefined Saprotroph
k__Fungi,p__Mortierellomycota,c__Mortierellomycetes,o__Mortierellales,f__Mortierellaceae,g__Mortierella,s__Mortierella_gamsii,OTU_223,Winter,15 cm +,0.00037,0.00062,0.00001,0,Hillslope,15.93,-5.62,4.86,17.6,7.6,7.3,0.002,0.007,0.015,Saprotroph,Undefined Saprotroph
k__Fungi,p__Ascomycota,c__Saccharomycetes,o__Saccharomycetales,f__Saccharomycetales_fam_Incertae_sedis,g__Candida,s__Candida_friedrichii,OTU_2267,Winter,5 to 15 cm,0,0.00007,0,0,Hillslope,12.67,-12.67,8.75,14.34,14.34,13.81,0.002,0.001,0.022,Saprotroph,Undefined Saprotroph
k__Fungi,p__Ascomycota,c__Dothideomycetes,o__Venturiales,f__Venturiaceae,g__Venturia,s__Venturia_atriseda,OTU_2344,Winter,0 to 5 cm,0.00018,0.00057,0.00041,0.00002,Hillslope,4.97,-0.47,-1.16,6.26,1.85,1.46,0.006,0.472,0.003,Pathotroph,Plant Pathogen
k__Fungi,p__Ascomycota,c__Dothideomycetes,o__Pleosporales,f__Didymosphaeriaceae,g__Paraphaeosphaeria,s__Paraphaeosphaeria_arecacearum,OTU_2494,Winter,15 cm +,0,0.00008,0,0,Hillslope,13.05,-13.05,0,14.72,14.72,Inf,0.002,0.001,1,Saprotroph,Undefined Saprotroph
k__Fungi,p__Ascomycota,c__Dothideomycetes,o__Pleosporales,f__Didymosphaeriaceae,g__Didymosphaeria,s__Didymosphaeria_sp,OTU_636,Winter,15 cm +,0,0.00621,0,0,Hillslope,19.24,-19.24,0,20.18,20.18,Inf,0.002,0.001,1,Saprotroph,Undefined Saprotroph
k__Fungi,p__Ascomycota,c__Sordariomycetes,o__Sordariales,f__Lasiosphaeriaceae,g__Apodus,s__Apodus_deciduus,OTU_493,Winter,5 to 15 cm,0,0.01504,0,0,Hillslope,20.52,-12.29,-8.23,22.19,14.26,13.49,0.002,0.001,0.028,Saprotroph,Undefined Saprotroph
k__Fungi,p__Glomeromycota,c__Paraglomeromycetes,o__Paraglomerales,f__Paraglomeraceae,g__Paraglomus,s__Paraglomus_laccatum,OTU_1378,Winter,5 to 15 cm,0,0.00003,0,0,Hillslope,11.67,-11.67,0,13.34,13.34,Inf,0.002,0.001,1,Arbuscular Mycorrhizal,Arbuscular Mycorrhizal
k__Fungi,p__Basidiomycota,c__Agaricomycetes,o__Corticiales,f__Corticiaceae,g__Subulicystidium,s__Subulicystidium_perlongisporum,OTU_248,Winter,5 to 15 cm,0.00025,0.00072,0,0.00001,Hillslope,6.67,-16.14,14.6,8.62,17.81,17.02,0.007,0.001,0.001,Saprotroph,Undefined Saprotroph
k__Fungi,p__Ascomycota,c__Dothideomycetes,o__Pleosporales,f__Phaeosphaeriaceae,g__Phaeosphaeria,NA,OTU_584,Winter,0 to 5 cm,0.00012,0.00231,0.00011,0.00004,Hillslope,5.71,-4.43,0.11,6.94,5.8,5.44,0.004,0.005,1,Saprotroph,Undefined Saprotroph
k__Fungi,p__Ascomycota,c__Sordariomycetes,o__Sordariales,f__Lasiosphaeriaceae,g__Apodus,s__Apodus_deciduus,OTU_218,Winter,5 to 15 cm,0.00007,0.0145,0.0001,0.00001,Hillslope,11,-7.18,-0.49,12.95,9.15,8.68,0.003,0.004,0.954,Saprotroph,Undefined Saprotroph
k__Fungi,p__Ascomycota,c__Archaeorhizomycetes,o__Archaeorhizomycetales,f__Archaeorhizomycetaceae,g__Archaeorhizomyces,NA,OTU_745,Winter,0 to 5 cm,0,0.00285,0.00027,0,Hillslope,18.12,-3.38,-14.74,19.79,5.35,4.58,0.002,0.022,0,Saprotroph,Soil Saprotroph
k__Fungi,p__Ascomycota,c__Leotiomycetes,o__Helotiales,f__Helotiaceae,g__Crocicreas,s__Crocicreas_sp,OTU_993,Winter,0 to 5 cm,0.00003,0.00014,0,0,Hillslope,13.79,-13.79,11.4,15.46,15.46,14.35,0.002,0.001,0.003,Saprotroph,Undefined Saprotroph
k__Fungi,p__Ascomycota,c__Leotiomycetes,o__Helotiales,f__Helotiales_fam_Incertae_sedis,g__Chalara,s__Chalara_sp,OTU_3106,Winter,5 to 15 cm,0,0.00003,0,0,Hillslope,11.67,-11.67,0,13.34,13.34,Inf,0.002,0.001,1,Mixotrophic,Endophyte-Plant Pathogen-Wood Saprotroph
k__Fungi,p__Basidiomycota,c__Agaricomycetes,o__Agaricales,f__Clavariaceae,g__Clavaria,s__Clavaria_vermiculata,OTU_1137,Winter,5 to 15 cm,0,0.00168,0.00001,0,Hillslope,17.36,-7.24,-10.12,19.03,9.22,8.45,0.002,0.004,0,Saprotroph,Undefined Saprotroph
k__Fungi,p__Basidiomycota,c__Geminibasidiomycetes,o__Geminibasidiales,f__Geminibasidiaceae,g__Basidioascus,s__Basidioascus_undulatus,OTU_3152,Winter,5 to 15 cm,0,0.00003,0,0,Hillslope,11.67,-11.67,8.75,13.34,13.34,12.81,0.002,0.001,0.013,Saprotroph,Undefined Saprotroph
k__Fungi,p__Ascomycota,c__Dothideomycetes,o__Pleosporales,f__Lentitheciaceae,g__Darksidea,NA,OTU_1896,Winter,0 to 5 cm,0.00001,0.00006,0,0,Hillslope,12.5,-12.5,8.98,14.17,14.17,13.64,0.002,0.001,0.017,Endophyte,Endophyte
k__Fungi,p__Basidiomycota,c__Agaricomycetes,o__Agaricales,f__Hymenogastraceae,g__Hymenogaster,s__Hymenogaster_griseus,OTU_113,Winter,0 to 5 cm,0,0.00006,0,0.00001,Hillslope,3.12,-12.5,8.77,5.07,14.17,13.64,0.04,0.001,0.02,Ectomycorrhizal,Ectomycorrhizal
k__Fungi,p__Basidiomycota,c__Agaricomycetes,o__Agaricales,f__Hymenogastraceae,g__Hymenogaster,s__Hymenogaster_griseus,OTU_113,Winter,15 cm +,0,0.00002,0,0,Hillslope,11.14,-11.14,0,12.81,12.81,Inf,0.002,0.001,1,Ectomycorrhizal,Ectomycorrhizal
k__Fungi,p__Basidiomycota,c__Agaricomycetes,o__Cantharellales,f__Cantharellales_fam_Incertae_sedis,g__Sistotrema,s__Sistotrema_brinkmannii,OTU_1061,Winter,15 cm +,0,0.00007,0,0,Hillslope,12.72,-12.72,0,14.39,14.39,Inf,0.002,0.001,1,Mixotrophic,Ectomycorrhizal-Wood Saprotroph
k__Fungi,p__Ascomycota,c__Pezizomycetes,o__Pezizales,f__Pyronemataceae,g__Genabea,s__Genabea_fragilis,OTU_11,Winter,15 cm +,0.00006,0.1265,0,0,Hillslope,23.59,-23.59,12.43,25.26,25.26,24.75,0.002,0.001,0.078,Ectomycorrhizal,Ectomycorrhizal
k__Fungi,p__Ascomycota,c__Leotiomycetes,o__Helotiales,f__Leotiaceae,g__Pezoloma,s__Pezoloma_ericae,OTU_538,Winter,0 to 5 cm,0.00003,0.00004,0,0,Hillslope,11.79,-11.79,11.61,13.46,13.46,12.61,0.002,0.001,0.001,Mixotrophic,Bryophyte Parasite-Ectomycorrhizal-Ericoid Mycorrhizal-Undefined Saprotroph-Wood Saprotroph
k__Fungi,p__Ascomycota,c__Leotiomycetes,o__Helotiales,f__Leotiaceae,g__Pezoloma,s__Pezoloma_ericae,OTU_538,Winter,15 cm +,0,0.00016,0.00002,0,Hillslope,13.95,-2.78,-11.17,15.62,4.75,3.99,0.002,0.035,0,Mixotrophic,Bryophyte Parasite-Ectomycorrhizal-Ericoid Mycorrhizal-Undefined Saprotroph-Wood Saprotroph
k__Fungi,p__Ascomycota,c__Dothideomycetes,o__Minutisphaerales,f__Minutisphaeraceae,g__Minutisphaera,s__Minutisphaera_japonica,OTU_820,Winter,15 cm +,0,0.00002,0,0,Hillslope,11.14,-11.14,0,12.81,12.81,Inf,0.002,0.001,1,Saprotroph,Undefined Saprotroph
k__Fungi,p__Basidiomycota,c__Agaricomycetes,o__Agaricales,f__Inocybaceae,g__Inocybe,s__Inocybe_egenula,OTU_599,Winter,15 cm +,0,0.00018,0,0,Hillslope,14.14,-14.14,0,15.81,15.81,Inf,0.002,0.001,1,Ectomycorrhizal,Ectomycorrhizal
k__Fungi,p__Mortierellomycota,c__Mortierellomycetes,o__Mortierellales,f__Mortierellaceae,g__Mortierella,s__Mortierella_sp,OTU_1691,Winter,15 cm +,0,0.00124,0.00003,0,Hillslope,16.92,-5.58,-11.35,18.59,7.4,6.21,0.002,0.006,0,Saprotroph,Undefined Saprotroph
k__Fungi,p__Basidiomycota,c__Agaricomycetes,o__Agaricales,f__Hymenogastraceae,g__Hymenogaster,s__Hymenogaster_sp,OTU_38,Winter,15 cm +,0.00008,0.03272,0,0,Hillslope,21.64,-21.64,12.93,23.31,23.31,21.61,0.002,0.001,0.031,Ectomycorrhizal,Ectomycorrhizal
k__Fungi,p__Ascomycota,c__Leotiomycetes,o__Helotiales,f__Hyaloscyphaceae,g__Cistella,s__Cistella_sp,OTU_1498,Winter,0 to 5 cm,0,0.00105,0,0,Hillslope,16.67,-16.67,0,18.35,18.35,Inf,0.002,0.001,1,Saprotroph,Undefined Saprotroph
k__Fungi,p__Ascomycota,c__Sordariomycetes,o__Sordariales,f__Lasiosphaeriaceae,g__Schizothecium,NA,OTU_1427,Winter,5 to 15 cm,0,0.00002,0.00004,0,Hillslope,11.27,0.67,-11.94,12.94,2.57,1.62,0.002,0.454,0,Saprotroph,Dung Saprotroph
k__Fungi,p__Ascomycota,c__Pezizomycetes,o__Pezizales,f__Pyronemataceae,g__Geopora,s__Geopora_nicaeensis,OTU_613,Winter,15 cm +,0,0.00052,0,0,Hillslope,15.66,-15.66,0,17.33,17.33,Inf,0.002,0.001,1,Ectomycorrhizal,Ectomycorrhizal
k__Fungi,p__Ascomycota,c__Dothideomycetes,o__Pleosporales,f__Massarinaceae,g__Stagonospora,s__Stagonospora_pseudovitensis,OTU_1235,Winter,0 to 5 cm,0,0.00004,0,0,Hillslope,11.79,-11.79,0,13.46,13.46,Inf,0.002,0.001,1,Pathotroph,Plant Pathogen
k__Fungi,p__Mortierellomycota,c__Mortierellomycetes,o__Mortierellales,f__Mortierellaceae,g__Mortierella,s__Mortierella_parvispora,OTU_1976,Winter,15 cm +,0,0.00005,0,0,Hillslope,12.14,-12.14,0,13.81,13.81,Inf,0.002,0.001,1,Saprotroph,Undefined Saprotroph
k__Fungi,p__Ascomycota,c__Sordariomycetes,o__Sordariales,f__Lasiosphaeriaceae,g__Podospora,NA,OTU_466,Winter,15 cm +,0,0.01026,0,0,Hillslope,19.97,-19.97,0,21.64,21.64,Inf,0.002,0.001,1,Mixotrophic,Dung Saprotroph-Endophyte-Litter Saprotroph-Undefined Saprotroph
k__Fungi,p__Ascomycota,c__Sordariomycetes,o__Hypocreales,f__Nectriaceae,g__Thelonectria,s__Thelonectria_veuillotiana,OTU_2159,Winter,15 cm +,0,0.00006,0,0,Hillslope,12.6,-12.6,0,13.73,13.73,Inf,0.002,0.001,1,Saprotroph,Leaf Saprotroph
k__Fungi,p__Ascomycota,c__Sordariomycetes,o__Magnaporthales,f__Magnaporthaceae,g__Gaeumannomyces,s__Gaeumannomyces_caricis,OTU_1335,Winter,15 cm +,0.00002,0.00072,0.00001,0,Hillslope,16.14,-6.83,1.54,17.81,8.81,8.51,0.002,0.005,0.64,Pathotroph,Plant Pathogen
k__Fungi,p__Ascomycota,c__Sordariomycetes,o__Hypocreales,f__Ophiocordycipitaceae,g__Hirsutella,s__Hirsutella_subulata,OTU_2985,Winter,15 cm +,0.00001,0.00002,0,0,Hillslope,11.14,-11.14,9.24,12.81,12.81,12.29,0.002,0.001,0.006,Pathotroph,Animal Pathogen
k__Fungi,p__Basidiomycota,c__Agaricomycetes,o__Agaricales,f__Hymenogastraceae,g__Hebeloma,NA,OTU_2517,Winter,15 cm +,0,0.00002,0,0,Hillslope,11.14,-11.14,0,12.81,12.81,Inf,0.002,0.001,1,Ectomycorrhizal,Ectomycorrhizal
k__Fungi,p__Ascomycota,c__Leotiomycetes,o__Helotiales,f__Helotiales_fam_Incertae_sedis,g__Phialocephala,s__Phialocephala_fortinii,OTU_49,Winter,15 cm +,0.00003,0.00009,0.00001,0,Hillslope,13.14,-3.83,2.27,14.81,5.81,5.44,0.002,0.017,0.158,Endophyte,Endophyte
k__Fungi,p__Basidiomycota,c__Agaricomycetes,o__Thelephorales,f__Thelephoraceae,g__Tomentella,s__Tomentella_sp,OTU_2367,Winter,15 cm +,0,0.00002,0,0,Hillslope,11.14,-11.14,0,12.81,12.81,Inf,0.002,0.001,1,Ectomycorrhizal,Ectomycorrhizal
k__Fungi,p__Ascomycota,c__Sordariomycetes,o__Sordariales,f__Lasiosphaeriaceae,g__Podospora,NA,OTU_330,Winter,15 cm +,0,0.01698,0,0,Hillslope,20.7,-20.7,0,22.37,22.37,Inf,0.002,0.001,1,Mixotrophic,Dung Saprotroph-Endophyte-Litter Saprotroph-Undefined Saprotroph
k__Fungi,p__Ascomycota,c__Dothideomycetes,o__Pleosporales,f__Phaeosphaeriaceae,g__Phaeosphaeria,s__Phaeosphaeria_triglochinicola,OTU_4126,Winter,15 cm +,0,0.00002,0,0,Hillslope,11.14,-11.14,0,12.81,12.81,Inf,0.002,0.001,1,Saprotroph,Undefined Saprotroph
k__Fungi,p__Mortierellomycota,c__Mortierellomycetes,o__Mortierellales,f__Mortierellaceae,g__Mortierella,s__Mortierella_antarctica,OTU_922,Winter,15 cm +,0,0.00074,0,0,Hillslope,16.18,-16.18,0,17.85,17.85,Inf,0.002,0.001,1,Saprotroph,Undefined Saprotroph
k__Fungi,p__Ascomycota,c__Dothideomycetes,o__Pleosporales,f__Didymosphaeriaceae,g__Didymosphaeria,s__Didymosphaeria_sp,OTU_316,Winter,15 cm +,0,0.00266,0,0,Hillslope,18.02,-18.02,0,19.69,19.69,Inf,0.002,0.001,1,Saprotroph,Undefined Saprotroph
