16S ID,Percent Relative Abundance,Taxonomy
AB021418.ComTerr2,0.01,Bacteria;Proteobacteria;Betaproteobacteria;Burkholderiales;Comamonadaceae;Comamonas;
X82874.SynFumar,0.01,Bacteria;Proteobacteria;Deltaproteobacteria;Syntrophobacterales;Syntrophobacteraceae;Syntrophobacter;
AF210314.BurSp366,0.01,Bacteria;Proteobacteria;Betaproteobacteria;Burkholderiales;Burkholderiaceae;Burkholderia;
AJ833647.BysCruen,0.01,Bacteria;Proteobacteria;Deltaproteobacteria;Myxococcales;Polyangiaceae;Byssovorax;
AY177770.UncVar39,0.01,Bacteria;Proteobacteria;Betaproteobacteria;Burkholderiales;Comamonadaceae;Variovorax;
AF511516.AhrXyl41,0.00,Bacteria;Proteobacteria;Betaproteobacteria;Burkholderiales;Alcaligenaceae;Achromobacter;
AY950663.SplXenop,0.00,Bacteria;Proteobacteria;Alphaproteobacteria;Sphingomonadales;Sphingomonadaceae;Sphingosinicella;
AM746088.UncD1960,0.00,Bacteria;Proteobacteria;Deltaproteobacteria;Desulfobacterales;Desulfobulbaceae;SEEP-SRB2;
DQ768125.MltBole2,0.00,Bacteria;Proteobacteria;Deltaproteobacteria;Myxococcales;Cystobacteraceae;Melittangium;
DQ351781.UncG1469,0.00,Bacteria;Proteobacteria;Gammaproteobacteria;Chromatiales;Ectothiorhodospiraceae;
AF418180.DlrPostg,0.00,Bacteria;Proteobacteria;Deltaproteobacteria;Desulfobacterales;Desulfobacteraceae;Desulfobacter;
RBG_16_Muproteobacteria_65_34_curated,0.00,RBG_16_Gamma2_65_34_curated
AF159119.DvbSpe37,0.00,Bacteria;Proteobacteria;Deltaproteobacteria;Desulfovibrionales;Desulfovibrionaceae;Desulfovibrio;
GWD2_OD1_36_14,0.00,"GWF1_OD1_36_47, Nomurabacteria, Parcubacteria, Bacteria organism_desc=Excellent: candidate for curation (if not done already)"
AJ303009.NvpLentu,0.00,Bacteria;Proteobacteria;Alphaproteobacteria;Sphingomonadales;Sphingomonadaceae;Novosphingobium;
AJ536760.Unc022k3,0.00,Bacteria;Proteobacteria;Deltaproteobacteria;Desulfuromonadales;Geobacteraceae;Geobacter;
AF420357.UncPr342,0.00,Bacteria;Proteobacteria;Deltaproteobacteria;Myxococcales;Eel-36e1D6;
DQ007535.Unc84035,0.00,Bacteria;Proteobacteria;Deltaproteobacteria;Desulfobacterales;Desulfobulbaceae;SEEP-SRB2;
FJ482231.TbrThioc,0.00,Bacteria;Proteobacteria;Gammaproteobacteria;Chromatiales;Chromatiaceae;Thiohalobacter;
RIFCSPLOWO2_02_FULL_Pseudomonadales_63_210_curated,0.00,RIFCSPLOWO2_02_FULL_Pseudomonas_63_210_curated
AB166886.HdpSpe15,0.00,Bacteria;Proteobacteria;Betaproteobacteria;Burkholderiales;Comamonadaceae;Hydrogenophaga;
DQ499275.Unc006lo,0.00,Bacteria;Proteobacteria;Deltaproteobacteria;Myxococcales;Sandaracinaceae;Sandaracinus;
AJ617860.Unc0127j,0.00,Bacteria;Proteobacteria;Deltaproteobacteria;Desulfuromonadales;Geobacteraceae;Geobacter;
AY468369.AhrXylo3,0.00,Bacteria;Proteobacteria;Betaproteobacteria;Burkholderiales;Alcaligenaceae;Achromobacter;
GWF2_TM6_32_72,0.00,"GWF2_TM6_32_72, TM6, Bacteria organism_desc=a348"
RIFCSPLOWO2_12_FULL_Gammaproteobacteria_52_10_curated,0.00,RIFCSPLOWO2_12_FULL_Gammaproteobacteria_52_10_curated
RIFCSPLOWO2_02_FULL_OD1_Nomurabacteria_42_17_curated,0.00,"GWA2_OD1_42_18, Parcubacteria, Bacteria"
AY555803.Unc01oha,0.00,Bacteria;Planctomycetes;Pla4_lineage;
AY234552.BcmEll37,0.00,Bacteria;Actinobacteria;Thermoleophilia;Solirubrobacterales;Solirubrobacteraceae;Solirubrobacter;
AY007680.ErtSpe97,0.00,Bacteria;Proteobacteria;Alphaproteobacteria;Sphingomonadales;Erythrobacteraceae;Erythrobacter;
AY211073.UncVe414,0.00,Bacteria;Verrucomicrobia;OPB35_soil_group;
AF534435.Unc01of4,0.00,Bacteria;Bacteroidetes;Sphingobacteriia;Sphingobacteriales;KD3-93;
AY444995.Unc77538,0.00,Bacteria;Proteobacteria;Betaproteobacteria;Burkholderiales;Comamonadaceae;Hydrogenophaga;
AB087718.RplCrypt,0.00,Bacteria;Proteobacteria;Alphaproteobacteria;Rhizobiales;Hyphomicrobiaceae;Rhodoplanes;
D89026.BcmHW100,0.00,Bacteria;Proteobacteria;Betaproteobacteria;Burkholderiales;Comamonadaceae;Variovorax;
AB233209.LegImple,0.00,Bacteria;Proteobacteria;Gammaproteobacteria;Legionellales;Legionellaceae;Legionella;
X70954.PlrProp2,0.00,Bacteria;Proteobacteria;Deltaproteobacteria;Desulfuromonadales;Desulfuromonadaceae;Pelobacter;
AF050566.UncEub99,0.00,Bacteria;Chloroflexi;Anaerolineae;Anaerolineales;Anaerolineaceae;
GWD1_OD1_35_49,0.00,"GWD1_OD1_35_49, Campbellbacteria, Parcubacteria, Bacteria"
AB252436.UncB4304,0.00,Bacteria;Proteobacteria;Deltaproteobacteria;Desulfobacterales;Desulfobulbaceae;
GWA1_OD1_60_11_partial,0.00,"Parcubacteria bacterium GW2011_GWA1_60_11, Parcubacteria, Bacteria organism_desc=Many single copy genes but v. partial"
AY536217.Unc02spm,0.00,Bacteria;Planctomycetes;Planctomycetacia;Planctomycetales;Planctomycetaceae;
RIFCSPLOWO2_02_FULL_OD1_Magasanikbacteria_47_16_curated,0.00,RIFCSPLOWO2_02_FULL_OD1_Magasanikbacteria_47_16_curated
GWA2_Omnitrophica_WOR-2_63_20_curated,0.00,Omnitrophica
AF050610.UncE6197,0.00,Bacteria;Parcubacteria;
AY907801.Unc027z5,0.00,Bacteria;Bacteroidetes;Flavobacteriia;Flavobacteriales;NS9_marine_group;
JF779686.LegTunis,0.00,Bacteria;Proteobacteria;Gammaproteobacteria;Legionellales;Legionellaceae;Legionella;
HM149323.EcrMagna,0.00,Bacteria;Proteobacteria;Gammaproteobacteria;Chromatiales;Ectothiorhodospiraceae;Ectothiorhodospira;
AF420341.UncPr404,0.00,Bacteria;Proteobacteria;Deltaproteobacteria;Sva0485;
AF050539.UncE6334,0.00,Bacteria;Bacteroidetes;Bacteroidetes_vadinHA17;
AM229186.Unc01z18,0.00,Bacteria;Proteobacteria;Deltaproteobacteria;Desulfobacterales;Desulfobacteraceae;SEEP-SRB1;
AY375082.Unc73047,0.00,Bacteria;Proteobacteria;Deltaproteobacteria;43F-1404R;
DQ133939.Unc03quu,0.00,Bacteria;Proteobacteria;Deltaproteobacteria;Desulfuromonadales;Geobacteraceae;Geobacter;
AJ535248.UncD1333,0.00,Bacteria;Proteobacteria;Deltaproteobacteria;Desulfobacterales;Desulfobacteraceae;
DQ811814.UncD1086,0.00,Bacteria;Proteobacteria;Deltaproteobacteria;Syntrophobacterales;Syntrophaceae;
AY221060.Unc01paa,0.00,Bacteria;Chloroflexi;Anaerolineae;Anaerolineales;Anaerolineaceae;
AF150805.MctParv2,0.00,Bacteria;Proteobacteria;Alphaproteobacteria;Rhizobiales;Methylocystaceae;Methylocystis;
RIFCSPHIGHO2_02_FULL_OD1_Ryanbacteria_48_12_curated,0.00,RIFCSPHIGHO2_02_FULL_RIF_OD1_12_48_12_curated
RIFCSPHIGHO2_02_FULL_Omnitrophica_46_11_curated,0.00,"RIFCSPLOWO2_01_FULL_Omnitrophica_45_10b_curated, Omnitrophica, Bacteria"
RIFCSPHIGHO2_02_FULL_OD1_Jacksonbacteria_44_25_curated,0.00,"RIFCSPLOWO2_02_FULL_RIF_OD1_02_44_20_curated, RIF-OD1-2, Parcubacteria, Bacteria"
RBG_16_Spirochaetes_49_21_curated,0.00,RBG_16_Spirochaetes_49_21_curated
GWB2_Ignavibacteria_36_8_curated,0.00,"GWC2_Ignavibacteria_rel_36_12_curated, Ignavibacteriales, Ignavibacteria, Ignavibacteriae, Bacteria"
AY493919.UncuS731,0.00,Bacteria;Acidobacteria;Acidobacteria;Subgroup_5;
AY375070.Unc02wrs,0.00,Bacteria;Proteobacteria;Alphaproteobacteria;Rhodospirillales;Rhodospirillaceae;Defluviicoccus;
HM798632.UncuB997,0.00,Bacteria;Proteobacteria;Betaproteobacteria;Burkholderiales;Comamonadaceae;Variovorax;
GWA2_OD1_54_12_contig,0.00,"RIFCSPHIGHO2_01_FULL_OD1_Adlerbacteria_54_23_curated, Adlerbacteria, Parcubacteria, Bacteria"
DQ811833.UncD1089,0.00,Bacteria;Proteobacteria;Deltaproteobacteria;Desulfarculales;Desulfarculaceae;Desulfatiglans;
JX843282.AzpFerme,0.00,Bacteria;Proteobacteria;Alphaproteobacteria;Rhodospirillales;Rhodospirillaceae;Azospirillum;
FJ463255.OcnPacif,0.00,Bacteria;Proteobacteria;Alphaproteobacteria;Rhodospirillales;Rhodospirillaceae;Oceanibaculum;
AB847448.VlgIncom,0.00,Bacteria;Proteobacteria;Deltaproteobacteria;Myxococcales;Vulgatibacteraceae;Vulgatibacter;
RIFCSPHIGHO2_02_FULL_OD1_Adlerbacteria_52_17_curated,0.00,RIFCSPHIGHO2_02_FULL_OD1_Adlerbacteria_52_17_curated
GWA2_OP11_47_9,0.00,"GWA2_OP11_47_9, Gottesmanbacteria, Microgenomates, Bacteria"
RIFCSPLOWO2_02_FULL_Peregrinibacteria_Peribacteria_55_36_curated,0.00,"RIFCSPLOWO2_12_FULL_PER_ii_55_15_curated, PER-ii, Bacteria"
RIFCSPHIGHO2_02_FULL_OP11_Gottesmanbacteria_40_13_curated,0.00,RIFCSPHIGHO2_02_FULL_OP11_Gottesmanbacteria_40_13_curated
AY344393.Unc76081,0.00,Bacteria;Proteobacteria;Deltaproteobacteria;Desulfarculales;Desulfarculaceae;Desulfatiglans;
AY493907.Uncu3219,0.00,Bacteria;Verrucomicrobia;OPB35_soil_group;
Z95731.Unc01rkl,0.00,Bacteria;Acidobacteria;Acidobacteria;Subgroup_6;
AJ233900.CysFerr2,0.00,Bacteria;Proteobacteria;Deltaproteobacteria;Myxococcales;Cystobacteraceae;Cystobacter;
AF526934.UncVar38,0.00,Bacteria;Proteobacteria;Betaproteobacteria;Burkholderiales;Comamonadaceae;Variovorax;
Y17286.DrcOvata,0.00,Bacteria;Proteobacteria;Deltaproteobacteria;Desulfobacterales;Desulfobacteraceae;Desulfosarcina;
RBG_19FT_COMBO_Actinobacteria_70_19_curated,0.00,RBG_19FT_COMBO_Actinobacteria_70_19_curated
AM745154.UncD1411,0.00,Bacteria;Proteobacteria;Deltaproteobacteria;Desulfarculales;Desulfarculaceae;Desulfatiglans;
AY532578.Unc01yny,0.00,Bacteria;Parcubacteria;
Y19191.GbtSpec4,0.00,Bacteria;Proteobacteria;Deltaproteobacteria;Desulfuromonadales;Geobacteraceae;Geobacter;
GWA1_OD1_49_11_partial,0.00,"GWA1_OD1_49_11_partial, Parcubacteria, Bacteria organism_desc=Partial"
RIFCSPHIGHO2_02_FULL_OD1_Magasanikbacteria_50_9b_curated,0.00,RIFCSPHIGHO2_02_FULL_OD1_Magasanikbacteria_50_9b_curated
RIFCSPHIGHO2_02_FULL_OD1_Lloydbacteria_50_18_curated,0.00,"RIFCSPHIGHO2_01_FULL_RIF_OD1_09_49_22_curated, RIF-OD1-9, Parcubacteria, Bacteria"
GWA2_Omnitrophica_52_8_curated,0.00,GWA2_OP3_52_8_curated
GWA2_OD1_52_12,0.00,"GWA2_OD1_52_12, Kaiserbacteria, Parcubacteria, Bacteria"
GWA2_OD1_37_8,0.00,"GWA2_OD1_37_8, Magasanikbacteria, Parcubacteria, Bacteria"
GWA1_OD1_59_11,0.00,"GWA1_OD1_59_11, Parcubacteria, Bacteria organism_desc=Moderate +"
AB617575.RhrAppen,0.00,Bacteria;Proteobacteria;Alphaproteobacteria;Rhizobiales;Rhodobiaceae;Rhodoligotrophos;
AY662000.Unc036nd,0.00,Bacteria;Proteobacteria;Gammaproteobacteria;Legionellales;Coxiellaceae;Aquicella;
AF423277.Uncu1608,0.00,Bacteria;Proteobacteria;Alphaproteobacteria;Sphingomonadales;Sphingomonadaceae;Sphingomonas;
HQ839786.MasLurid,0.00,Bacteria;Proteobacteria;Betaproteobacteria;Burkholderiales;Oxalobacteraceae;Massilia;
AF534433.Unc00t90,0.00,Bacteria;Bacteroidetes;Sphingobacteriia;Sphingobacteriales;Chitinophagaceae;Sediminibacterium;
RIFCSPLOWO2_12_FULL_OD1_Taylorbacteria_44_9_curated,0.00,"RIFCSPHIGHO2_12_FULL_RIF_OD1_11_45_16_curated, RIF-OD1-11, Parcubacteria, Bacteria"
DQ811830.UncD2779,0.00,Bacteria;Proteobacteria;Deltaproteobacteria;Desulfarculales;Desulfarculaceae;Desulfatiglans;
AJ306762.Unc020oc,0.00,Bacteria;Actinobacteria;Acidimicrobiia;Acidimicrobiales;OM1_clade;
DQ404791.Unc02rla,0.00,Bacteria;Proteobacteria;Deltaproteobacteria;Syntrophobacterales;Syntrophaceae;Desulfobacca;
AF050564.UncE6193,0.00,Bacteria;Chloroflexi;Anaerolineae;Anaerolineales;Anaerolineaceae;Leptolinea;
X82559.NirMarin,0.00,Bacteria;Nitrospirae;Nitrospira;Nitrospirales;Nitrospiraceae;Nitrospira;
GWD2_OD1_39_12,0.00,"Nomurabacteria, Parcubacteria, Bacteria organism_desc=a196"
DQ448852.NvpNitro,0.00,Bacteria;Proteobacteria;Alphaproteobacteria;Sphingomonadales;Sphingomonadaceae;Novosphingobium;
AJ318107.Unc01qp3,0.00,Bacteria;Proteobacteria;Alphaproteobacteria;Rhizobiales;Bradyrhizobiaceae;Afipia;
AJ007373.Unc01zos,0.00,Bacteria;Proteobacteria;Deltaproteobacteria;Desulfobacterales;Desulfobulbaceae;Desulfofustis;
AJ227812.SpsLeidy,0.00,Bacteria;Proteobacteria;Alphaproteobacteria;Sphingomonadales;Sphingomonadaceae;Sphingomonas;
AF509578.Unc00yet,0.00,Bacteria;Proteobacteria;Betaproteobacteria;Burkholderiales;Comamonadaceae;Pseudorhodoferax;
JN591315.SpnBoeck,0.00,Bacteria;Proteobacteria;Alphaproteobacteria;Sphingomonadales;Sphingomonadaceae;Sphingobium;
AY197383.Unc74284,0.00,Bacteria;Bacteroidetes;Sphingobacteriia;Sphingobacteriales;B01R012;
AF460989.UncThi97,0.00,Bacteria;Proteobacteria;Betaproteobacteria;Burkholderiales;Burkholderiales_Incertae_Sedis;Thiomonas;
EU075217.SppPana2,0.00,Bacteria;Proteobacteria;Alphaproteobacteria;Sphingomonadales;Sphingomonadaceae;Sphingopyxis;
AF029076.UncPire3,0.00,Bacteria;Planctomycetes;Planctomycetacia;Planctomycetales;Planctomycetaceae;Blastopirellula;
GWF2_OD1_41_16,0.00,"GWC2_OD1_41_11, Uhrbacteria, Parcubacteria, Bacteria"
GWF1_OD1_44_227,0.00,"GWF2_OD1_43_596, Yanofskybacteria, Parcubacteria, Bacteria"
GWE2_OD1_40_11,0.00,"Yanofskybacteria, Parcubacteria, Bacteria"
AB015518.UniProte,0.00,Bacteria;Gracilibacteria;
AF177428.DlaPro15,0.00,Bacteria;Proteobacteria;Deltaproteobacteria;Desulfobacterales;Desulfobacteraceae;Desulfatitalea;
AB231802.AarSyntr,0.00,Bacteria;Proteobacteria;Deltaproteobacteria;Desulfuromonadales;Geobacteraceae;Geobacter;
DQ630698.UncDe886,0.00,Bacteria;Proteobacteria;Deltaproteobacteria;Desulfobacterales;Desulfobacteraceae;
AF234748.UncSlu39,0.00,Bacteria;Proteobacteria;Deltaproteobacteria;GR-WP33-30;
AY212702.Unc72475,0.00,Bacteria;Proteobacteria;Betaproteobacteria;Burkholderiales;Comamonadaceae;
GWE2_OD1_36_115,0.00,"GWF1_OD1_36_47, Nomurabacteria, Parcubacteria, Bacteria"
AF292997.UncGree8,0.00,Bacteria;Proteobacteria;Alphaproteobacteria;Rhizobiales;MNG7;
AF445688.UncuB489,0.00,Bacteria;Proteobacteria;Betaproteobacteria;Burkholderiales;Comamonadaceae;Hydrogenophaga;
DQ667196.LegTauri,0.00,Bacteria;Proteobacteria;Gammaproteobacteria;Legionellales;Legionellaceae;Legionella;
AY998187.BcmROME5,0.00,Bacteria;Proteobacteria;Deltaproteobacteria;Desulfuromonadales;Geobacteraceae;Geothermobacter;
AJ535258.UncCyt40,0.00,Bacteria;Bacteroidetes;Sphingobacteriia;Sphingobacteriales;WCHB1-69;
AB015525.UncCyto7,0.00,Bacteria;Bacteroidetes;Bacteroidetes_vadinHA17;
AB238781.UncB3544,0.00,Bacteria;Proteobacteria;Deltaproteobacteria;Desulfuromonadales;Geobacteraceae;Geobacter;
GWF2_OD1_36_19,0.00,"GWF1_OD1_36_47, Nomurabacteria, Parcubacteria, Bacteria"
DQ432053.VrvrSoli,0.00,Bacteria;Proteobacteria;Betaproteobacteria;Burkholderiales;Comamonadaceae;Variovorax;
Z93968.Unc80361,0.00,Bacteria;Proteobacteria;Betaproteobacteria;Burkholderiales;Comamonadaceae;Hydrogenophaga;
AF234724.UncSlu67,0.00,Bacteria;Proteobacteria;Alphaproteobacteria;Rhizobiales;Hyphomicrobiaceae;Hyphomicrobium;
D16213.RbxGelat,0.00,Bacteria;Proteobacteria;Betaproteobacteria;Burkholderiales;Comamonadaceae;Rubrivivax;
AJ704685.UncD1781,0.00,Bacteria;Proteobacteria;Deltaproteobacteria;Desulfobacterales;Desulfobacteraceae;Desulfobacula;
AY053490.Unc70124,0.00,Bacteria;Proteobacteria;Deltaproteobacteria;Desulfobacterales;Desulfobacteraceae;SEEP-SRB1;
AM039960.UncD1847,0.00,Bacteria;Proteobacteria;Deltaproteobacteria;Desulfobacterales;Desulfobacteraceae;Sva0081_sediment_group;
AF465651.UncVe308,0.00,Bacteria;Verrucomicrobia;OPB35_soil_group;Unknown_Order;Unknown_Family;Pedosphaera;
AB078042.CcnCatal,0.00,Bacteria;Bacteroidetes;Flavobacteriia;Flavobacteriales;Cryomorphaceae;Crocinitomix;
GWD2_OD1_43_10,0.00,"Parcubacteria, Bacteria organism_desc=a166"
GWA2_PER_33_10,0.00,"Peregrinibacteria, Bacteria"
JN415769.FnmTherm,0.00,Bacteria;Proteobacteria;Gammaproteobacteria;Xanthomonadales;Solimonadaceae;Fontimonas;
AY221073.Unc71406,0.00,Bacteria;Chlorobi;Ignavibacteria;Ignavibacteriales;BSV26;
AM997711.UncD1658,0.00,Bacteria;Proteobacteria;Gammaproteobacteria;Legionellales;Coxiellaceae;Coxiella;
FJ437903.Unc03rkk,0.00,Bacteria;Candidate_division_OP3;
GWF2_Bacteroidetes_43_63_curated,0.00,GWF2_Bacteroidetes_43_63_curated
AF280858.Unc01r3q,0.00,Bacteria;Proteobacteria;Deltaproteobacteria;Myxococcales;Polyangiaceae;Polyangium;
AM404370.UncD1887,0.00,Bacteria;Proteobacteria;Deltaproteobacteria;Desulfobacterales;Desulfobacteraceae;SEEP-SRB1;
AY218625.Unc01fvw,0.00,Bacteria;Chlorobi;Chlorobia;Chlorobiales;OPB56;
AM039962.UncDe444,0.00,Bacteria;Proteobacteria;Deltaproteobacteria;Desulfobacterales;Desulfobacteraceae;Sva0081_sediment_group;
RBG_16_Gammaproteobacteria_37_9_curated,0.00,RBG_16_Gammaproteobacteria_37_9_curated
AY177799.UncD1991,0.00,Bacteria;Proteobacteria;Deltaproteobacteria;Desulfobacterales;Desulfobacteraceae;
AJ229235.OpiTerra,0.00,Bacteria;Verrucomicrobia;Opitutae;Opitutales;Opitutaceae;Opitutus;
AB015241.UncDelt7,0.00,Bacteria;Proteobacteria;Deltaproteobacteria;Desulfobacterales;Desulfobulbaceae;Desulforhopalus;
L33975.LphDisco,0.00,Bacteria;Proteobacteria;Betaproteobacteria;Burkholderiales;Comamonadaceae;Leptothrix;
KM382238.UncFilom,0.00,Bacteria;Proteobacteria;Alphaproteobacteria;Rhizobiales;Hyphomicrobiaceae;Filomicrobium;
DQ811828.UncD2689,0.00,Bacteria;Proteobacteria;Deltaproteobacteria;Myxococcales;Sandaracinaceae;Sandaracinus;
RIFCSPHIGHO2_02_FULL_OD1_Uhrbacteria_60_44_curated,0.00,"RIFCSPHIGHO2_12_FULL_OD1_Uhrbacteria_60_25_curated, Uhrbacteria, Parcubacteria, Bacteria"
RBG_16_Ignavibacteria_34_14_curated,0.00,RBG_16_Ignavibacteria_34_14_curated
AB015540.UncBac11,0.00,Bacteria;Gemmatimonadetes;Gemmatimonadetes;BD2-11_terrestrial_group;
AB179493.UncB1798,0.00,Bacteria;Proteobacteria;Gammaproteobacteria;Legionellales;Coxiellaceae;Aquicella;
AJ231178.A3JPlSt6,0.00,Bacteria;Planctomycetes;Planctomycetacia;Planctomycetales;Planctomycetaceae;Pirellula;
AF145827.IG2MSoil,0.00,Bacteria;Saccharibacteria;
FJ437848.Unc91600,0.00,Bacteria;Candidate_division_OP3;
AF513095.Unc00yf4,0.00,Bacteria;Bacteroidetes;Sphingobacteriia;Sphingobacteriales;env.OPS_17;
AJ318130.Unc010ci,0.00,Bacteria;Chlorobi;Chlorobia;Chlorobiales;OPB56;
DQ394996.UncAn195,0.00,Bacteria;Proteobacteria;Deltaproteobacteria;Myxococcales;Cystobacteraceae;Anaeromyxobacter;
AF382112.Unc00pua,0.00,Bacteria;Proteobacteria;Gammaproteobacteria;Oceanospirillales;Oleiphilaceae;Oleiphilus;
DQ811811.UncD2687,0.00,Bacteria;Proteobacteria;Deltaproteobacteria;Desulfarculales;Desulfarculaceae;Desulfatiglans;
RIFCSPLOWO2_12_FULL_Verrucomicrobia_64_8_curated,0.00,RIFCSPLOWO2_12_FULL_Verrucomicrobia_64_8_curated
DQ154844.Unc03r52,0.00,Bacteria;Proteobacteria;Deltaproteobacteria;Desulfobacterales;Desulfobacteraceae;Desulfonema;
RIFCSPHIGHO2_02_OD1_Giovannonibacteria_43_13_curated,0.00,"RIFCSPLOWO2_12_FULL_OD1_Giovannonibacteria_44_32_curated, Giovannonibacteria, Parcubacteria, Bacteria"
AM774321.DplInfer,0.00,Bacteria;Proteobacteria;Deltaproteobacteria;Desulfobacterales;Desulfobulbaceae;Desulfopila;
DQ831550.UncD1129,0.00,Bacteria;Proteobacteria;Deltaproteobacteria;Desulfarculales;Desulfarculaceae;Desulfatiglans;
GWA1_OD1_48_11,0.00,"GWA1_OD1_48_11, Jorgensenbacteria, Parcubacteria, Bacteria organism_desc=Good"
HE974351.SpsCanad,0.00,Bacteria;Proteobacteria;Alphaproteobacteria;Sphingomonadales;Sphingomonadaceae;Sphingomonas;
D16145.SpnYan25,0.00,Bacteria;Proteobacteria;Alphaproteobacteria;Sphingomonadales;Sphingomonadaceae;Sphingobium;
AF534428.Uncu2535,0.00,Bacteria;Proteobacteria;Betaproteobacteria;Burkholderiales;Comamonadaceae;Limnohabitans;
AF282916.PigKulla,0.00,Bacteria;Proteobacteria;Betaproteobacteria;Burkholderiales;Alcaligenaceae;Pigmentiphaga;
RIFCSPLOWO2_02_FULL_Gammaproteobacteria_61_13_curated,0.00,RIFCSPLOWO2_02_FULL_Gammaproteobacteria_61_13_curated
JQ608327.SpsSpec4,0.00,Bacteria;Proteobacteria;Alphaproteobacteria;Sphingomonadales;Sphingomonadaceae;Sphingomonas;
AJ318143.UncAl594,0.00,Bacteria;Proteobacteria;Alphaproteobacteria;Rhizobiales;Phyllobacteriaceae;Nitratireductor;
RIFCSPLOWO2_12_FULL_OD1_Kaiserbacteria_50_10_curated,0.00,RIFCSPLOWO2_12_FULL_OD1_Kaiserbacteria_50_10_curated
RIFCSPLOWO2_02_FULL_OD1_Yanofskybacteria_44_18_curated,0.00,"Yanofskybacteria, Parcubacteria, Bacteria"
RIFCSPLOWO2_02_FULL_OD1_Harrisonbacteria_45_10c_curated,0.00,RIFCSPLOWO2_02_FULL_OD1_Wolfebacteria_45_10c_curated
RIFCSPHIGHO2_02_FULL_OD1_Zambryskibacteria_39_16_curated,0.00,RIFCSPHIGHO2_02_FULL_RIF_OD1_10_39_16_curated
RBG_19FT_COMBO_Pacearchaeota_34_9_curated,0.00,"RBG_13_Pacearchaeota_33_26_curated, Pacearchaeota, DPANN, Archaea"
AB240477.UncB3718,0.00,Bacteria;Proteobacteria;Deltaproteobacteria;Myxococcales;Haliangiaceae;Haliangium;
AB597950.CnxArval,0.00,Bacteria;Actinobacteria;Thermoleophilia;Solirubrobacterales;Conexibacteraceae;Conexibacter;
AF465658.UncAc992,0.00,Bacteria;Acidobacteria;Acidobacteria;Subgroup_3;Unknown_Family;Bryobacter;
AY493976.UncuS806,0.00,Bacteria;Gemmatimonadetes;Gemmatimonadetes;S0134_terrestrial_group;
AY532589.Unc79176,0.00,Bacteria;Candidate_division_OP3;
DQ811822.UncD1037,0.00,Bacteria;Proteobacteria;Deltaproteobacteria;Desulfarculales;Desulfarculaceae;Desulfatiglans;
AJ249100.Unc00trq,0.00,Bacteria;Chloroflexi;Anaerolineae;Anaerolineales;Anaerolineaceae;Leptolinea;
AY326519.Uncu2952,0.00,Bacteria;Chlamydiae;Chlamydiae;Chlamydiales;Parachlamydiaceae;Candidatus_Protochlamydia;
AY555775.Unc02tm3,0.00,Bacteria;Armatimonadetes;Chthonomonadetes;Chthonomonadales;
U81641.Unc02vs9,0.00,Bacteria;TM6;
DQ394914.UncD2572,0.00,Bacteria;Proteobacteria;Deltaproteobacteria;Desulfarculales;Desulfarculaceae;Desulfatiglans;
DQ811815.UncD2688,0.00,Bacteria;Proteobacteria;Deltaproteobacteria;Desulfobacterales;Desulfobacteraceae;Sva0081_sediment_group;
GWA2_Omnitrophica_52_8_curated,0.00,GWA2_OP3_52_8_curated
DQ451526.Unc03w4q,0.00,Bacteria;Proteobacteria;Deltaproteobacteria;GR-WP33-30;
FJ560750.BauConso,0.00,Bacteria;Proteobacteria;Alphaproteobacteria;Rhizobiales;Rhizobiales_Incertae_Sedis;Bauldia;
AB762695.GbtSpec2,0.00,Bacteria;Proteobacteria;Deltaproteobacteria;Desulfuromonadales;Geobacteraceae;Geobacter;
DQ394951.UncD2605,0.00,Bacteria;Proteobacteria;Deltaproteobacteria;Desulfobacterales;Desulfobacteraceae;
EF012357.DevInsul,0.00,Bacteria;Proteobacteria;Alphaproteobacteria;Rhizobiales;Hyphomicrobiaceae;Devosia;
AY771961.UncDe677,0.00,Bacteria;Proteobacteria;Deltaproteobacteria;Desulfobacterales;Desulfobulbaceae;Desulforhopalus;
AB234258.UncB3000,0.00,Bacteria;Proteobacteria;Deltaproteobacteria;Myxococcales;Cystobacteraceae;Anaeromyxobacter;
AB121099.UncDel18,0.00,Bacteria;Proteobacteria;Deltaproteobacteria;Desulfobacterales;Desulfobulbaceae;SEEP-SRB4;
AJ277887.DlsBiacu,0.00,Bacteria;Proteobacteria;Deltaproteobacteria;Desulfobacterales;Desulfobacteraceae;Desulfococcus;
AF154096.UncHyd92,0.00,Bacteria;Proteobacteria;Deltaproteobacteria;Sva0485;
AJ306736.Unc49732,0.00,Bacteria;Bacteroidetes;Sphingobacteriia;Sphingobacteriales;WCHB1-69;
RIFCSPLOWO2_12_FULL_Rhodospirillales_58_28_curated,0.00,RIFCSPLOWO2_12_FULL_Rhodospirillales_58_28_curated
AM745163.UncD1543,0.00,Bacteria;Proteobacteria;Deltaproteobacteria;Desulfobacterales;Desulfobacteraceae;Desulfococcus;
AF050543.UncE7015,0.00,Bacteria;Bacteroidetes;WCHB1-32;
AY555806.Unc76007,0.00,Bacteria;Proteobacteria;Deltaproteobacteria;Syntrophobacterales;Syntrophaceae;Desulfobacca;
RIFCSPLOWO2_12_FULL_Omnitrophica_WOR-2_63_16_curated,0.00,Omnitrophica
